NTASData [id=16593373586, subwayLine=YUS, stationId=STP2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=0.21618222222222222, timeString=00.22, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373614, subwayLine=YUS, stationId=WEL1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=5.066526666666666, timeString=05.07, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373615, subwayLine=YUS, stationId=WEL1, trainId=110, trainMessage=Arriving, trainDirection=North, timeInt=7.138626666666667, timeString=07.14, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373616, subwayLine=YUS, stationId=BLO1, trainId=107, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373617, subwayLine=YUS, stationId=BLO1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=2.483862222222222, timeString=02.48, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373618, subwayLine=YUS, stationId=BLO1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=6.020873333333332, timeString=06.02, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373619, subwayLine=YUS, stationId=ROS1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=1.3285733333333334, timeString=01.33, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373620, subwayLine=YUS, stationId=ROS1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=3.8124355555555556, timeString=03.81, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373621, subwayLine=YUS, stationId=ROS1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=7.349446666666667, timeString=07.35, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373622, subwayLine=YUS, stationId=SUM1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=2.357991111111111, timeString=02.36, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373623, subwayLine=YUS, stationId=SUM1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=4.841853333333333, timeString=04.84, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373624, subwayLine=YUS, stationId=SUM1, trainId=109, trainMessage=Arriving, trainDirection=North, timeInt=8.378864444444444, timeString=08.38, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373625, subwayLine=YUS, stationId=STC1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=0.7518400000000001, timeString=00.75, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373626, subwayLine=YUS, stationId=STC1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=3.7661511111111112, timeString=03.77, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373627, subwayLine=YUS, stationId=STC1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=6.250013333333333, timeString=06.25, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373628, subwayLine=YUS, stationId=DAV1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=1.3230577777777777, timeString=01.32, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373629, subwayLine=YUS, stationId=DAV1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=2.7842755555555554, timeString=02.78, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373630, subwayLine=YUS, stationId=DAV1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=5.798586666666667, timeString=05.80, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373631, subwayLine=YUS, stationId=EGL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=0.8415866666666666, timeString=00.84, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373632, subwayLine=YUS, stationId=EGL1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=2.9372399999999996, timeString=02.94, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373633, subwayLine=YUS, stationId=EGL1, trainId=106, trainMessage=Arriving, trainDirection=North, timeInt=4.398457777777778, timeString=04.40, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373634, subwayLine=YUS, stationId=LAW1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=0.3031066666666667, timeString=00.30, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373635, subwayLine=YUS, stationId=LAW1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=5.133493333333333, timeString=05.13, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373636, subwayLine=YUS, stationId=LAW1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=7.229146666666666, timeString=07.23, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373637, subwayLine=YUS, stationId=YKM1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=3.8177733333333332, timeString=03.82, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373638, subwayLine=YUS, stationId=YKM1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=8.648159999999999, timeString=08.65, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373639, subwayLine=YUS, stationId=YKM1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=10.743813333333334, timeString=10.74, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373640, subwayLine=YUS, stationId=SHP1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=3.331351111111111, timeString=03.33, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373641, subwayLine=YUS, stationId=SHP1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=7.404124444444443, timeString=07.40, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373642, subwayLine=YUS, stationId=SHP1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=12.234511111111113, timeString=12.23, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373643, subwayLine=YUS, stationId=NYC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=4.792568888888888, timeString=04.79, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373644, subwayLine=YUS, stationId=NYC1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=8.865342222222223, timeString=08.87, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373645, subwayLine=YUS, stationId=NYC1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=13.695728888888889, timeString=13.70, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373646, subwayLine=YUS, stationId=FIN1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=7.3996088888888885, timeString=07.40, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373647, subwayLine=YUS, stationId=FIN1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=11.472382222222222, timeString=11.47, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373648, subwayLine=YUS, stationId=FIN1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=16.302768888888888, timeString=16.30, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373649, subwayLine=YUS, stationId=FIN2, trainId=101, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373650, subwayLine=YUS, stationId=FIN2, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=7.3996088888888885, timeString=07.40, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373651, subwayLine=YUS, stationId=FIN2, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=11.472382222222222, timeString=11.47, trainDestination=FIN1, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373652, subwayLine=YUS, stationId=YKM2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=2.3706666666666667, timeString=02.37, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373653, subwayLine=YUS, stationId=LAW2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=5.88364, timeString=05.88, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373654, subwayLine=YUS, stationId=EGL2, trainId=126, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373655, subwayLine=YUS, stationId=EGL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=10.166515555555556, timeString=10.17, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373656, subwayLine=YUS, stationId=DAV2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=1.6096666666666666, timeString=01.61, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373657, subwayLine=YUS, stationId=DAV2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=11.776182222222221, timeString=11.78, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373658, subwayLine=YUS, stationId=STC2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=3.6488755555555556, timeString=03.65, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373659, subwayLine=YUS, stationId=STC2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=13.81539111111111, timeString=13.82, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373660, subwayLine=YUS, stationId=SUM2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=5.053084444444444, timeString=05.05, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373661, subwayLine=YUS, stationId=SUM2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=15.219599999999998, timeString=15.22, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373662, subwayLine=YUS, stationId=ROS2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=6.071777777777777, timeString=06.07, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373663, subwayLine=YUS, stationId=ROS2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=16.23829333333333, timeString=16.24, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373664, subwayLine=YUS, stationId=BLO2, trainId=125, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373665, subwayLine=YUS, stationId=BLO2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=7.399786666666666, timeString=07.40, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373666, subwayLine=YUS, stationId=BLO2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=17.56630222222222, timeString=17.57, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373667, subwayLine=YUS, stationId=WEL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=0.9543466666666667, timeString=00.95, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373668, subwayLine=YUS, stationId=WEL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=8.354133333333333, timeString=08.35, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373669, subwayLine=YUS, stationId=WEL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=18.52064888888889, timeString=18.52, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373670, subwayLine=YUS, stationId=COL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=1.8838577777777779, timeString=01.88, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373671, subwayLine=YUS, stationId=COL2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=9.283644444444443, timeString=09.28, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373672, subwayLine=YUS, stationId=COL2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=19.450159999999997, timeString=19.45, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373673, subwayLine=YUS, stationId=DUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=2.7507155555555554, timeString=02.75, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373674, subwayLine=YUS, stationId=DUN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=10.15050222222222, timeString=10.15, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373675, subwayLine=YUS, stationId=DUN2, trainId=128, trainMessage=Arriving, trainDirection=South, timeInt=20.317017777777778, timeString=20.32, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373676, subwayLine=YUS, stationId=QUN2, trainId=124, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373677, subwayLine=YUS, stationId=QUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=3.5075066666666666, timeString=03.51, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373678, subwayLine=YUS, stationId=QUN2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=10.907293333333334, timeString=10.91, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373679, subwayLine=YUS, stationId=KNG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=0.8256533333333334, timeString=00.83, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373680, subwayLine=YUS, stationId=KNG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=4.3331599999999995, timeString=04.33, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373681, subwayLine=YUS, stationId=KNG2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=11.732946666666665, timeString=11.73, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373682, subwayLine=YUS, stationId=UNI2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=1.6326800000000001, timeString=01.63, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373683, subwayLine=YUS, stationId=UNI2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=5.140186666666667, timeString=05.14, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373684, subwayLine=YUS, stationId=UNI2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=12.539973333333332, timeString=12.54, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373685, subwayLine=YUS, stationId=STA2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=2.559368888888889, timeString=02.56, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373686, subwayLine=YUS, stationId=STA2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=6.066875555555555, timeString=06.07, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373687, subwayLine=YUS, stationId=STA2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=13.466662222222219, timeString=13.47, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373688, subwayLine=YUS, stationId=OSG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=3.2546355555555553, timeString=03.25, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373689, subwayLine=YUS, stationId=OSG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=6.762142222222222, timeString=06.76, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
NTASData [id=16593373690, subwayLine=YUS, stationId=OSG2, trainId=126, trainMessage=Arriving, trainDirection=South, timeInt=14.161928888888886, timeString=14.16, trainDestination=MUS2, createDate=Sun Sep 17 10:37:17 EDT 2017, systemMessageType=Normal]
