NTASData [id=16595034945, subwayLine=YUS, stationId=FIN1, trainId=109, trainMessage=Delayed, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595034989, subwayLine=YUS, stationId=STA2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=1.4787155555555556, timeString=01.48, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595034990, subwayLine=YUS, stationId=STA2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=5.112528888888889, timeString=05.11, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595034991, subwayLine=YUS, stationId=STA2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=7.394884444444443, timeString=07.39, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595034992, subwayLine=YUS, stationId=OSG2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=2.1739822222222225, timeString=02.17, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595034993, subwayLine=YUS, stationId=OSG2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=5.807795555555556, timeString=05.81, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595034994, subwayLine=YUS, stationId=OSG2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=8.09015111111111, timeString=08.09, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595034995, subwayLine=YUS, stationId=STP2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=2.927951111111111, timeString=02.93, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595034996, subwayLine=YUS, stationId=STP2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=6.561764444444444, timeString=06.56, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595034997, subwayLine=YUS, stationId=STP2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=8.84412, timeString=08.84, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595034998, subwayLine=YUS, stationId=QPK2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=4.070257777777778, timeString=04.07, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595034999, subwayLine=YUS, stationId=QPK2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=7.70407111111111, timeString=07.70, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035000, subwayLine=YUS, stationId=QPK2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=9.986426666666667, timeString=09.99, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035001, subwayLine=YUS, stationId=MUS2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=5.332791111111112, timeString=05.33, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035002, subwayLine=YUS, stationId=MUS2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=8.966604444444444, timeString=08.97, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035003, subwayLine=YUS, stationId=MUS2, trainId=119, trainMessage=Arriving, trainDirection=South, timeInt=11.248959999999999, timeString=11.25, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035004, subwayLine=YUS, stationId=SGU2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=0.5800795555555556, timeString=00.58, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035005, subwayLine=YUS, stationId=SGU2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=6.492313333333334, timeString=06.49, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035006, subwayLine=YUS, stationId=SGU2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=10.126126666666666, timeString=10.13, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035007, subwayLine=YUS, stationId=SPA2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=1.747786222222222, timeString=01.75, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035008, subwayLine=YUS, stationId=SPA2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=7.660019999999999, timeString=07.66, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035009, subwayLine=YUS, stationId=SPA2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=11.293833333333334, timeString=11.29, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035010, subwayLine=YUS, stationId=DUP2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=2.745595111111111, timeString=02.75, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035011, subwayLine=YUS, stationId=DUP2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=8.657828888888888, timeString=08.66, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035012, subwayLine=YUS, stationId=DUP2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=12.291642222222222, timeString=12.29, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035013, subwayLine=YUS, stationId=SCW2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=5.370132888888889, timeString=05.37, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035014, subwayLine=YUS, stationId=SCW2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=11.282366666666666, timeString=11.28, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035015, subwayLine=YUS, stationId=SCW2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=14.916179999999999, timeString=14.92, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035016, subwayLine=YUS, stationId=EGW2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=10.183304, timeString=10.18, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035017, subwayLine=YUS, stationId=EGW2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=16.09553777777778, timeString=16.10, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035018, subwayLine=YUS, stationId=EGW2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=19.72935111111111, timeString=19.73, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035019, subwayLine=YUS, stationId=GCN2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=12.002944, timeString=12.00, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035020, subwayLine=YUS, stationId=GCN2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=17.915177777777778, timeString=17.92, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035021, subwayLine=YUS, stationId=GCN2, trainId=118, trainMessage=Arriving, trainDirection=South, timeInt=21.54899111111111, timeString=21.55, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035022, subwayLine=YUS, stationId=LWW2, trainId=16, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035023, subwayLine=YUS, stationId=LWW2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=13.367077333333333, timeString=13.37, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035024, subwayLine=YUS, stationId=LWW2, trainId=3, trainMessage=Arriving, trainDirection=South, timeInt=19.27931111111111, timeString=19.28, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035025, subwayLine=YUS, stationId=YKD2, trainId=532, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035026, subwayLine=YUS, stationId=YKD2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=2.0262266666666666, timeString=02.03, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035027, subwayLine=YUS, stationId=YKD2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=15.393304, timeString=15.39, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035028, subwayLine=YUS, stationId=WIL2, trainId=532, trainMessage=Arriving, trainDirection=South, timeInt=2.0194533333333333, timeString=02.02, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035029, subwayLine=YUS, stationId=WIL2, trainId=16, trainMessage=Arriving, trainDirection=South, timeInt=4.04568, timeString=04.05, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035030, subwayLine=YUS, stationId=WIL2, trainId=101, trainMessage=Arriving, trainDirection=South, timeInt=17.41275733333333, timeString=17.41, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035031, subwayLine=YUS, stationId=SHW2, trainId=94, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035032, subwayLine=YUS, stationId=SHW2, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=0.8422592592592593, timeString=00.84, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035033, subwayLine=YUS, stationId=SHW2, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=3.0318333333333336, timeString=03.03, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035034, subwayLine=YUS, stationId=SHW1, trainId=999, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035035, subwayLine=YUS, stationId=SHW1, trainId=115, trainMessage=Arriving, trainDirection=South, timeInt=0.8422592592592593, timeString=00.84, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035036, subwayLine=YUS, stationId=SHW1, trainId=117, trainMessage=Arriving, trainDirection=South, timeInt=3.0318333333333336, timeString=03.03, trainDestination=SHW2, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035037, subwayLine=YUS, stationId=WIL1, trainId=5, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035038, subwayLine=YUS, stationId=YKD1, trainId=106, trainMessage=Delayed, trainDirection=North, timeInt=0.28786666666666666, timeString=00.29, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035039, subwayLine=YUS, stationId=YKD1, trainId=196, trainMessage=Delayed, trainDirection=North, timeInt=1.3716, timeString=01.37, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035040, subwayLine=YUS, stationId=YKD1, trainId=5, trainMessage=Arriving, trainDirection=North, timeInt=2.015502222222222, timeString=02.02, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035041, subwayLine=YUS, stationId=LWW1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=0.4872222222222223, timeString=00.49, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035042, subwayLine=YUS, stationId=LWW1, trainId=129, trainMessage=Delayed, trainDirection=North, timeInt=1.0154814814814814, timeString=01.02, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035043, subwayLine=YUS, stationId=LWW1, trainId=104, trainMessage=Delayed, trainDirection=North, timeInt=1.5437407407407409, timeString=01.54, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035044, subwayLine=YUS, stationId=GCN1, trainId=195, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035045, subwayLine=YUS, stationId=GCN1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=1.845711111111111, timeString=01.85, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035046, subwayLine=YUS, stationId=GCN1, trainId=129, trainMessage=Delayed, trainDirection=North, timeInt=2.3739703703703707, timeString=02.37, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035047, subwayLine=YUS, stationId=EGW1, trainId=195, trainMessage=Arriving, trainDirection=North, timeInt=1.8202044444444447, timeString=01.82, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035048, subwayLine=YUS, stationId=EGW1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=3.6659155555555554, timeString=03.67, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035049, subwayLine=YUS, stationId=EGW1, trainId=129, trainMessage=Delayed, trainDirection=North, timeInt=4.194174814814815, timeString=04.19, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035050, subwayLine=YUS, stationId=SCW1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=0.7879259259259259, timeString=00.79, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035051, subwayLine=YUS, stationId=SCW1, trainId=195, trainMessage=Arriving, trainDirection=North, timeInt=6.519639999999999, timeString=06.52, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035052, subwayLine=YUS, stationId=SCW1, trainId=128, trainMessage=Delayed, trainDirection=North, timeInt=8.36535111111111, timeString=08.37, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035053, subwayLine=YUS, stationId=DUP1, trainId=120, trainMessage=Delayed, trainDirection=North, timeInt=3.412463703703704, timeString=03.41, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
NTASData [id=16595035054, subwayLine=YUS, stationId=DUP1, trainId=195, trainMessage=Arriving, trainDirection=North, timeInt=9.144177777777777, timeString=09.14, trainDestination=FIN1, createDate=Sun Sep 17 12:43:43 EDT 2017, systemMessageType=Normal]
