NTASData [id=16593196442, subwayLine=YUS, stationId=STA1, trainId=106, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196471, subwayLine=YUS, stationId=STC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=3.321497777777778, timeString=03.32, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196472, subwayLine=YUS, stationId=STC1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=4.720497777777778, timeString=04.72, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196473, subwayLine=YUS, stationId=STC1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=8.0852, timeString=08.09, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196474, subwayLine=YUS, stationId=DAV1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=5.353933333333333, timeString=05.35, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196475, subwayLine=YUS, stationId=DAV1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=6.752933333333333, timeString=06.75, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196476, subwayLine=YUS, stationId=DAV1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=10.117635555555555, timeString=10.12, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196477, subwayLine=YUS, stationId=EGL1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=6.968115555555556, timeString=06.97, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196478, subwayLine=YUS, stationId=EGL1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=8.367115555555555, timeString=08.37, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196479, subwayLine=YUS, stationId=EGL1, trainId=3, trainMessage=Arriving, trainDirection=North, timeInt=11.731817777777776, timeString=11.73, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196480, subwayLine=YUS, stationId=LAW1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=2.1319066666666666, timeString=02.13, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196481, subwayLine=YUS, stationId=LAW1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=11.260022222222222, timeString=11.26, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196482, subwayLine=YUS, stationId=LAW1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=12.659022222222221, timeString=12.66, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196483, subwayLine=YUS, stationId=YKM1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=5.6465733333333334, timeString=05.65, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196484, subwayLine=YUS, stationId=YKM1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=14.774688888888887, timeString=14.77, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196485, subwayLine=YUS, stationId=YKM1, trainId=104, trainMessage=Arriving, trainDirection=North, timeInt=16.17368888888889, timeString=16.17, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196486, subwayLine=YUS, stationId=SHP1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=0.7687733333333334, timeString=00.77, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196487, subwayLine=YUS, stationId=SHP1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=9.232924444444443, timeString=09.23, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196488, subwayLine=YUS, stationId=SHP1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=18.361040000000003, timeString=18.36, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196489, subwayLine=YUS, stationId=NYC1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=2.229991111111111, timeString=02.23, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196490, subwayLine=YUS, stationId=NYC1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=10.694142222222222, timeString=10.69, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196491, subwayLine=YUS, stationId=NYC1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=19.82225777777778, timeString=19.82, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196492, subwayLine=YUS, stationId=FIN1, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=4.837031111111111, timeString=04.84, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196493, subwayLine=YUS, stationId=FIN1, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=13.301182222222222, timeString=13.30, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196494, subwayLine=YUS, stationId=FIN1, trainId=102, trainMessage=Arriving, trainDirection=North, timeInt=22.429297777777776, timeString=22.43, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196495, subwayLine=YUS, stationId=FIN2, trainId=126, trainMessage=Delayed, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196496, subwayLine=YUS, stationId=FIN2, trainId=128, trainMessage=Arriving, trainDirection=North, timeInt=4.837031111111111, timeString=04.84, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196497, subwayLine=YUS, stationId=FIN2, trainId=101, trainMessage=Arriving, trainDirection=North, timeInt=13.301182222222222, timeString=13.30, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196498, subwayLine=YUS, stationId=LAW2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=0.5305777777777778, timeString=00.53, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196499, subwayLine=YUS, stationId=EGL2, trainId=124, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196500, subwayLine=YUS, stationId=EGL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=4.813453333333333, timeString=04.81, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196501, subwayLine=YUS, stationId=DAV2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=1.6096666666666666, timeString=01.61, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196502, subwayLine=YUS, stationId=DAV2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=6.42312, timeString=06.42, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196503, subwayLine=YUS, stationId=STC2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=3.6488755555555556, timeString=03.65, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196504, subwayLine=YUS, stationId=STC2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=8.462328888888889, timeString=08.46, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196505, subwayLine=YUS, stationId=SUM2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=5.053084444444444, timeString=05.05, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196506, subwayLine=YUS, stationId=SUM2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=9.866537777777777, timeString=09.87, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196507, subwayLine=YUS, stationId=ROS2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=6.071777777777777, timeString=06.07, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196508, subwayLine=YUS, stationId=ROS2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=10.885231111111112, timeString=10.89, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196509, subwayLine=YUS, stationId=BLO2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=0.7732888888888889, timeString=00.77, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196510, subwayLine=YUS, stationId=BLO2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=7.399786666666666, timeString=07.40, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196511, subwayLine=YUS, stationId=BLO2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=12.213239999999999, timeString=12.21, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196512, subwayLine=YUS, stationId=WEL2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=1.7276355555555556, timeString=01.73, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196513, subwayLine=YUS, stationId=WEL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=8.354133333333333, timeString=08.35, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196514, subwayLine=YUS, stationId=WEL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=13.167586666666667, timeString=13.17, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196515, subwayLine=YUS, stationId=COL2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=2.6571466666666668, timeString=02.66, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196516, subwayLine=YUS, stationId=COL2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=9.283644444444443, timeString=09.28, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196517, subwayLine=YUS, stationId=COL2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=14.097097777777778, timeString=14.10, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196518, subwayLine=YUS, stationId=DUN2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=3.5240044444444445, timeString=03.52, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196519, subwayLine=YUS, stationId=DUN2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=10.15050222222222, timeString=10.15, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196520, subwayLine=YUS, stationId=DUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=14.963955555555556, timeString=14.96, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196521, subwayLine=YUS, stationId=QUN2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=4.280795555555556, timeString=04.28, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196522, subwayLine=YUS, stationId=QUN2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=10.907293333333334, timeString=10.91, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196523, subwayLine=YUS, stationId=QUN2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=15.720746666666665, timeString=15.72, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196524, subwayLine=YUS, stationId=KNG2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=5.106448888888888, timeString=05.11, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196525, subwayLine=YUS, stationId=KNG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=11.732946666666665, timeString=11.73, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196526, subwayLine=YUS, stationId=KNG2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=16.5464, timeString=16.55, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196527, subwayLine=YUS, stationId=UNI2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=5.913475555555555, timeString=05.91, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196528, subwayLine=YUS, stationId=UNI2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=12.539973333333332, timeString=12.54, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196529, subwayLine=YUS, stationId=UNI2, trainId=125, trainMessage=Arriving, trainDirection=South, timeInt=17.353426666666667, timeString=17.35, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196530, subwayLine=YUS, stationId=STA2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=0.4373033333333333, timeString=00.44, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196531, subwayLine=YUS, stationId=STA2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=6.840164444444445, timeString=06.84, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196532, subwayLine=YUS, stationId=STA2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=13.466662222222219, timeString=13.47, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196533, subwayLine=YUS, stationId=OSG2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=1.1325699999999999, timeString=01.13, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196534, subwayLine=YUS, stationId=OSG2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=7.535431111111112, timeString=07.54, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196535, subwayLine=YUS, stationId=OSG2, trainId=124, trainMessage=Arriving, trainDirection=South, timeInt=14.161928888888886, timeString=14.16, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196536, subwayLine=YUS, stationId=STP2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=0.49896888888888885, timeString=00.50, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196537, subwayLine=YUS, stationId=STP2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=1.8865388888888888, timeString=01.89, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196538, subwayLine=YUS, stationId=STP2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=8.2894, timeString=08.29, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196539, subwayLine=YUS, stationId=QPK2, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=1.6412755555555556, timeString=01.64, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196540, subwayLine=YUS, stationId=QPK2, trainId=122, trainMessage=Arriving, trainDirection=South, timeInt=3.028845555555556, timeString=03.03, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196541, subwayLine=YUS, stationId=QPK2, trainId=123, trainMessage=Arriving, trainDirection=South, timeInt=9.431706666666667, timeString=09.43, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196542, subwayLine=YUS, stationId=MUS2, trainId=121, trainMessage=AtStation, trainDirection=South, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196543, subwayLine=YUS, stationId=MUS2, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196544, subwayLine=YUS, stationId=MUS2, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=1.48563, timeString=01.49, trainDestination=MUS1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196545, subwayLine=YUS, stationId=MUS1, trainId=1, trainMessage=Delayed, trainDirection=North, timeInt=0.5635977777777778, timeString=00.56, trainDestination=MUS1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196546, subwayLine=YUS, stationId=MUS1, trainId=108, trainMessage=Arriving, trainDirection=North, timeInt=1.48563, timeString=01.49, trainDestination=MUS1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196547, subwayLine=YUS, stationId=MUS1, trainId=120, trainMessage=Arriving, trainDirection=South, timeInt=2.9038088888888884, timeString=02.90, trainDestination=MUS2, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196548, subwayLine=YUS, stationId=QPK1, trainId=107, trainMessage=AtStation, trainDirection=North, timeInt=0.0, timeString=00.00, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196549, subwayLine=YUS, stationId=STP1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=1.1507733333333334, timeString=01.15, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
NTASData [id=16593196550, subwayLine=YUS, stationId=OSG1, trainId=107, trainMessage=Arriving, trainDirection=North, timeInt=1.90192, timeString=01.90, trainDestination=FIN1, createDate=Sun Sep 17 10:24:21 EDT 2017, systemMessageType=Normal]
